anchor_id,env_name,pos_x,pos_y,pos_z,q_w,q_x,q_y,q_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,has_collided
57,CityEnviron,-30.125185012817383,-17.55811882019043,-40.25051498413086,-0.09279535710811615,-0.0743689313530922,0.08427581191062927,0.9893209338188171,-0.9320685863494873,-1.0848418474197388,0.3464432954788208,-2.852382183074951,-0.004107821732759476,-0.004820262081921101,False
58,CityEnviron,-30.055416107177734,-18.575597763061523,-40.10289764404297,-0.11448413133621216,-0.06910034269094467,-0.10493168234825134,0.9854480624198914,1.2576934099197388,0.48196840286254883,-0.44924354553222656,1.7958307266235352,-2.6874594688415527,0.013802338391542435,False
59,CityEnviron,-28.642210006713867,-17.39140510559082,-40.35569381713867,-0.12225803732872009,0.02561844512820244,0.06529201567173004,0.9900169968605042,1.1504288911819458,0.6359656453132629,-0.9721699953079224,-0.3136652112007141,-0.49968230724334717,-0.0014779941411688924,False
60,CityEnviron,-27.601181030273438,-16.696548461914062,-40.17129135131836,-0.12016430497169495,0.03902478143572807,-0.0002002779656322673,0.9919866919517517,0.3404339551925659,0.7086384892463684,0.05667819827795029,0.5754672884941101,0.09895355999469757,-0.0008165350300259888,False
61,CityEnviron,-26.604270935058594,-15.707619667053223,-40.47523880004883,-0.11569821089506149,0.055545125156641006,0.07226693630218506,0.9890936017036438,0.9286556839942932,0.1501077264547348,-1.292221188545227,-0.7941776514053345,-0.060916975140571594,0.00572838494554162,False
62,CityEnviron,-25.733936309814453,-16.07217788696289,-40.829383850097656,-0.105974942445755,0.13778631389141083,0.061141882091760635,0.9828763604164124,-0.4857194721698761,-1.4048832654953003,-0.5278829336166382,-2.148266315460205,3.0033841133117676,0.015800748020410538,False
63,CityEnviron,-25.23236846923828,-16.987215042114258,-40.7593994140625,-0.11279395967721939,-0.002692493610084057,-0.039411336183547974,0.9928328394889832,1.2100496292114258,0.035366225987672806,0.3279600739479065,0.29069647192955017,-1.0693237781524658,0.0031411286909133196,False
64,CityEnviron,-24.25932502746582,-16.92844009399414,-40.614505767822266,-0.11245837062597275,0.03290222957730293,-0.0318446010351181,0.9926008582115173,0.18837755918502808,0.4939139783382416,0.09400305151939392,1.0771598815917969,0.15119647979736328,-0.0019271818455308676,False
65,CityEnviron,-23.509580612182617,-17.08368682861328,-40.89096450805664,-0.13460463285446167,-0.04038357734680176,-0.027406442910432816,0.989696741104126,1.5923484563827515,-0.248124897480011,-0.07561133056879044,-0.15022455155849457,-1.4662575721740723,-0.0013882667990401387,False
66,CityEnviron,-21.958572387695312,-17.817121505737305,-40.286216735839844,-0.1358804702758789,0.05469801649451256,0.030214764177799225,0.9887526035308838,0.7187166213989258,-1.528565526008606,0.413070410490036,-1.5322489738464355,0.5969463586807251,0.00774464663118124,False
67,CityEnviron,-20.54328155517578,-18.638946533203125,-40.51692581176758,-0.15804146230220795,0.05257285013794899,-0.05846601352095604,0.9842970967292786,1.1012535095214844,0.9050707817077637,0.08653558790683746,1.2777634859085083,-0.6174377202987671,0.010493339039385319,False
68,CityEnviron,-18.75762939453125,-18.99169158935547,-40.682716369628906,-0.15116600692272186,0.055548861622810364,0.018927855417132378,0.9867649078369141,1.5362080335617065,-1.5976688861846924,0.15179547667503357,-1.4802685976028442,-0.06777957826852798,-0.001822754042223096,False
69,CityEnviron,-18.923851013183594,-19.68149757385254,-40.81605911254883,-0.11939017474651337,-0.042297329753637314,-0.027579613029956818,0.99156254529953,-0.5765653252601624,0.22780881822109222,0.7896945476531982,0.46590614318847656,-0.21909208595752716,-0.002047624671831727,False
70,CityEnviron,-19.40837860107422,-18.943822860717773,-40.249393463134766,-0.1105903759598732,-0.1094452366232872,-0.012809055857360363,0.9877385497093201,0.3820037245750427,1.0543677806854248,0.5665563344955444,0.7027462124824524,-1.6459556818008423,-0.0008635726990178227,False
71,CityEnviron,-18.44875717163086,-18.9669189453125,-39.94837951660156,-0.08995575457811356,0.0437268428504467,0.01353491097688675,0.9948933124542236,0.48806384205818176,-1.0902955532073975,0.36837828159332275,-1.0425552129745483,0.3203743100166321,0.0039524417370557785,False
72,CityEnviron,-18.14058494567871,-20.1507568359375,-40.26458740234375,-0.08336839079856873,0.07664931565523148,-0.06171366199851036,0.9916481375694275,-0.6202895641326904,-0.5150758028030396,0.11260034888982773,0.4746284484863281,1.5979105234146118,-0.01033690944314003,False
73,CityEnviron,-18.1724910736084,-20.9780330657959,-39.480106353759766,-0.06984228640794754,0.013101075775921345,-0.027869995683431625,0.9970825910568237,0.2578801214694977,-0.7315096855163574,0.2824481427669525,-0.2535715103149414,-0.00556918466463685,-0.0012640776112675667,False
74,CityEnviron,-18.287429809570312,-22.41411590576172,-39.43609619140625,-0.058321427553892136,0.037241119891405106,-0.023040829226374626,0.9973368644714355,-0.9390360116958618,-1.7491084337234497,-0.39706864953041077,-0.9215197563171387,1.1845057010650635,0.011371638625860214,False
75,CityEnviron,-18.9061336517334,-23.128414154052734,-39.430118560791016,-0.04941296577453613,-0.03781120479106903,-0.024629605934023857,0.9977585673332214,0.16428422927856445,0.4258071482181549,0.08303817361593246,0.4160904884338379,-0.5445511937141418,0.003938114270567894,False
76,CityEnviron,-18.360172271728516,-22.004053115844727,-39.234867095947266,-0.04407627508044243,-0.0008222394390031695,0.058572061359882355,0.9973093867301941,0.813894510269165,0.6924018859863281,0.06357259303331375,-0.22583602368831635,-0.574083149433136,-0.0019314226228743792,False
77,CityEnviron,-17.591167449951172,-20.971200942993164,-39.624996185302734,-0.029209448024630547,-0.019028132781386375,0.07738121598958969,0.996392011642456,0.9747447371482849,0.32180798053741455,0.2752852439880371,-0.7042406797409058,-0.9470711350440979,-0.01098485104739666,False
78,CityEnviron,-17.818458557128906,-19.966882705688477,-40.82258224487305,-0.00403208052739501,-0.12053593248128891,0.09801432490348816,0.9878501892089844,0.02397206611931324,0.5787512063980103,-0.7026271224021912,-1.186466932296753,-2.1148681640625,-0.017230810597538948,False
79,CityEnviron,-18.51413345336914,-19.515583038330078,-40.62261199951172,0.02182244136929512,-0.03273293748497963,-0.00909124594181776,0.9991845488548279,-0.8976113796234131,0.5896668434143066,0.07392393797636032,0.7434173226356506,0.35738852620124817,-0.0012890680227428675,False
80,CityEnviron,-19.23653221130371,-18.849956512451172,-40.13712692260742,0.020424768328666687,0.03364584594964981,0.06266319751739502,0.9972583055496216,-0.8724637627601624,0.021273963153362274,0.6674520969390869,-1.229126214981079,1.5029500722885132,0.005462758708745241,False
81,CityEnviron,-20.44230079650879,-19.705820083618164,-40.37767791748047,0.0020680620800703764,-0.10549771785736084,-0.01587054319679737,0.9942907094955444,0.0003920728340744972,-1.1784175634384155,-1.1821770668029785,-0.5871198177337646,-1.216645359992981,-0.003331386251375079,False
82,CityEnviron,-19.476377487182617,-20.040834426879883,-40.51283645629883,0.007905622944235802,-0.0016794174443930387,0.09758360683917999,0.9951945543289185,1.3829748630523682,-0.63949054479599,0.16126148402690887,-2.552145004272461,-1.5624536275863647,-0.003070712788030505,False
83,CityEnviron,-18.836090087890625,-20.499561309814453,-40.276336669921875,0.003866092301905155,0.07125498354434967,0.013848674483597279,0.9973545670509338,-0.8358696103096008,-0.3178808391094208,0.3122136890888214,-0.2947162091732025,1.4095417261123657,0.007821675390005112,False
84,CityEnviron,-19.389123916625977,-20.617752075195312,-40.23537063598633,-0.00443075830116868,0.011120377108454704,-0.025734994560480118,0.9995971918106079,-0.45520472526550293,0.6216087341308594,0.1377333402633667,0.9596812129020691,0.603835940361023,-0.009472455829381943,False
85,CityEnviron,-19.454540252685547,-19.2108097076416,-40.16496658325195,-0.019516699016094208,0.038599930703639984,0.04433338716626167,0.9980800151824951,-0.45675382018089294,1.3424047231674194,0.02654077298939228,0.700215220451355,0.9840273261070251,-0.005376384127885103,False
86,CityEnviron,-19.96738624572754,-18.067407608032227,-40.268795013427734,-0.020410416647791862,-0.04510919377207756,0.01920965686440468,0.9985888600349426,0.2038358449935913,0.7367914319038391,-0.6276817917823792,0.4025743007659912,-0.6839457154273987,0.0028294066432863474,False
87,CityEnviron,-20.628273010253906,-17.36208152770996,-39.94194793701172,-0.0011043617269024253,-0.028594572097063065,-0.024246666580438614,0.9992963671684265,-0.8871971368789673,1.0915522575378418,0.36547616124153137,1.1688400506973267,0.3271687924861908,-0.001605103723704815,False
88,CityEnviron,-21.27561378479004,-16.186363220214844,-39.431800842285156,0.003550747176632285,-0.10001501441001892,0.03722948580980301,0.9942828416824341,0.48251959681510925,0.6713031530380249,0.16964219510555267,0.07838916778564453,-2.49263858795166,-0.0018751033348962665,False
89,CityEnviron,-21.42879867553711,-15.602389335632324,-40.282684326171875,0.02837318181991577,0.017040925100445747,-0.07324010133743286,0.9967650175094604,-0.7764740586280823,1.2083197832107544,-0.5005704760551453,2.53348970413208,1.2231637239456177,-0.004861346911638975,False
90,CityEnviron,-22.494937896728516,-14.50838851928711,-39.7607421875,0.0263335220515728,-0.044075191020965576,0.05518612638115883,0.9971551895141602,-0.7116947174072266,0.22311368584632874,0.15010112524032593,-0.9039655327796936,-0.038552697747945786,-0.0012480610748752952,False
91,CityEnviron,-21.695152282714844,-15.023394584655762,-39.83306884765625,0.024517731741070747,0.006239579990506172,-0.0026871804147958755,0.9996763467788696,1.665686011314392,-0.864193320274353,0.18591028451919556,-0.5777939558029175,-1.1460236310958862,-0.00818081945180893,False
92,CityEnviron,-21.355560302734375,-14.699860572814941,-40.28902053833008,0.048669349402189255,-0.017147066071629524,-0.02002301998436451,0.9984670281410217,-0.17695382237434387,1.2056803703308105,0.2766708433628082,1.1225988864898682,0.022308092564344406,-0.0008246382931247354,False
93,CityEnviron,-20.998859405517578,-13.058660507202148,-40.498817443847656,0.0361032709479332,0.0879601538181305,0.06741555780172348,0.9931841492652893,-0.46888822317123413,0.9842503070831299,-0.4656900465488434,-0.08029384911060333,1.1877754926681519,0.00901633407920599,False
94,CityEnviron,-22.013916015625,-12.984274864196777,-39.94599151611328,0.04410634562373161,0.021729275584220886,-0.017422059550881386,0.9986385703086853,-1.607352614402771,-0.29840442538261414,0.41545718908309937,-0.11242055892944336,1.4680598974227905,-0.00042537401895970106,False
95,CityEnviron,-23.77373695373535,-12.811747550964355,-39.82691192626953,0.04083654284477234,0.01783902384340763,-0.0312901996076107,0.9985164403915405,-1.8905816078186035,0.8159220814704895,0.5596799254417419,0.8818713426589966,1.9950554370880127,-0.014605043455958366,False
96,CityEnviron,-25.920272827148438,-11.38163948059082,-39.912681579589844,0.04541604593396187,-0.03167574852705002,0.004116641823202372,0.9984573721885681,-1.7328797578811646,1.534588098526001,0.4647787809371948,1.242042064666748,1.3289024829864502,-0.00637923926115036,False
97,CityEnviron,-26.076778411865234,-11.793327331542969,-40.89271545410156,0.09644593298435211,0.059091344475746155,0.034382257610559464,0.9929875731468201,0.11762822419404984,-1.7004625797271729,0.1968163400888443,-1.552660346031189,0.3257509171962738,0.006133927498012781,False
98,CityEnviron,-25.693937301635742,-12.68890380859375,-40.928035736083984,0.0954761728644371,0.026311742141842842,-0.04318717122077942,0.9941463470458984,0.3893968462944031,0.21531571447849274,0.12904220819473267,1.0186443328857422,0.17300735414028168,8.48609852255322e-05,False
99,CityEnviron,-24.58540153503418,-13.456595420837402,-40.58790588378906,0.11481324583292007,0.06654943525791168,-0.012800957076251507,0.9910727739334106,0.7239665985107422,-1.2057300806045532,0.19650040566921234,-0.6645200848579407,0.13338133692741394,-0.0029554457869380713,False
100,CityEnviron,-23.995223999023438,-15.256775856018066,-40.198387145996094,0.10773234814405441,-0.007040682248771191,-0.027208928018808365,0.9937825798988342,0.7798890471458435,-2.035945415496826,0.11075989902019501,-1.452916145324707,-1.1373298168182373,-0.016772685572504997,False
101,CityEnviron,-23.582202911376953,-16.53319549560547,-39.95015335083008,0.10343096405267715,-0.0011623846367001534,0.03092242404818535,0.9941551685333252,0.11400719732046127,-1.1846282482147217,0.7143329381942749,-1.1386961936950684,-0.3351359963417053,-0.007375665940344334,False
